Id,Age,BirthId,FirstName,Height,LastName,Name,Nationality,Number,Photo,Position,TeamId
3,29,,"",,"","E. Oelschlägel","",32,https://media.api-sports.io/football/players/3.png,Goalkeeper,186
5,29,,"",,"","M. Akanji","",25,https://media.api-sports.io/football/players/5.png,Defender,50
6,25,,"",,"","L. Balerdi","",5,https://media.api-sports.io/football/players/6.png,Defender,81
8,31,,"",,"","Raphaël Guerreiro","",22,https://media.api-sports.io/football/players/8.png,Defender,157
9,26,,"",,"","A. Hakimi","",2,https://media.api-sports.io/football/players/9.png,Defender,85
13,25,,"",,"","D. Zagadou","",23,https://media.api-sports.io/football/players/13.png,Defender,172
14,28,,"",,"","M. Dahoud","",18,https://media.api-sports.io/football/players/14.png,Midfielder,169
16,32,,"",,"","M. Götze","",27,https://media.api-sports.io/football/players/16.png,Midfielder,169
17,26,,"",,"","C. Pulišić","",11,https://media.api-sports.io/football/players/17.png,Midfielder,489
18,24,,"",,"","J. Sancho","",19,https://media.api-sports.io/football/players/18.png,Attacker,49
19,29,,"",,"","J. Weigl","",8,https://media.api-sports.io/football/players/19.png,Midfielder,163
20,35,,"",,"","A. Witsel","",20,https://media.api-sports.io/football/players/20.png,Defender,530
22,26,,"",,"","J. Bruun Larsen","",29,https://media.api-sports.io/football/players/22.png,Attacker,167
23,24,,"",,"","Sergio Gómez","",17,https://media.api-sports.io/football/players/23.png,Defender,548
24,30,,"",,"","M. Philipp","",26,https://media.api-sports.io/football/players/24.png,Attacker,160
26,29,,"",,"","M. Wolf","",11,https://media.api-sports.io/football/players/26.png,Midfielder,170
29,31,,"",,"","J. Oblak","",13,https://media.api-sports.io/football/players/29.png,Goalkeeper,530
31,29,,"",,"","J. Giménez","",2,https://media.api-sports.io/football/players/31.png,Defender,530
33,28,,"",,"","L. Hernández","",21,https://media.api-sports.io/football/players/33.png,Defender,85
44,28,,"",,"",Rodri,"",16,https://media.api-sports.io/football/players/44.png,Midfielder,50
45,29,,"",,"","T. Lemar","",11,https://media.api-sports.io/football/players/45.png,Midfielder,530
48,30,,"",,"","Saúl","",17,https://media.api-sports.io/football/players/48.png,Midfielder,536
49,31,,"",,"","T. Partey","",5,https://media.api-sports.io/football/players/49.png,Midfielder,42
50,32,,"",,"",Koke,"",6,https://media.api-sports.io/football/players/50.png,Midfielder,530
52,23,,"",,"","Sergio Camello","",14,https://media.api-sports.io/football/players/52.png,Attacker,728
53,29,,"",,"","Á. Correa","",10,https://media.api-sports.io/football/players/53.png,Attacker,530
56,33,,"",,"","A. Griezmann","",7,https://media.api-sports.io/football/players/56.png,Attacker,530
59,32,,"",,"","Álvaro Morata","",7,https://media.api-sports.io/football/players/59.png,Attacker,489
68,32,,"",,"","Clinton Mata","",22,https://media.api-sports.io/football/players/68.png,Defender,80
80,27,,"",,"","E. Dennis","",25,https://media.api-sports.io/football/players/80.png,Attacker,65
81,25,,"",,"","K. Diatta","",27,https://media.api-sports.io/football/players/81.png,Midfielder,91
83,27,,"",,"","A. Danjuma","",11,https://media.api-sports.io/football/players/83.png,Attacker,547
85,24,,"",,"","C. Ngonge","",26,https://media.api-sports.io/football/players/85.png,Attacker,492
86,24,,"",,"","L. Openda","",11,https://media.api-sports.io/football/players/86.png,Attacker,173
95,23,,"",,"","B. Badiashile","",5,https://media.api-sports.io/football/players/95.png,Defender,49
98,27,,"",,"","B. Henrichs","",39,https://media.api-sports.io/football/players/98.png,Defender,173
102,32,,"",,"","D. Sidibé","",19,https://media.api-sports.io/football/players/102.png,Defender,96
103,30,,"",,"","J. Aholou","",6,https://media.api-sports.io/football/players/103.png,Midfielder,77
104,29,,"",,"","Carlos Vinícius","",12,https://media.api-sports.io/football/players/104.png,Attacker,36
107,24,,"",,"","S. Diop","",10,https://media.api-sports.io/football/players/107.png,Midfielder,84
109,28,,"",,"","A. Golovin","",10,https://media.api-sports.io/football/players/109.png,Midfielder,91
116,23,,"",,"","K. Thuram","",19,https://media.api-sports.io/football/players/116.png,Midfielder,496
123,23,,"",,"","P. Pellegri","",9,https://media.api-sports.io/football/players/123.png,Attacker,511
124,35,,"",,"","J. Cillessen","",1,https://media.api-sports.io/football/players/124.png,Goalkeeper,534
126,25,,"",,"","Iñaki Peña","",13,https://media.api-sports.io/football/players/126.png,Goalkeeper,529
127,32,,"",,"","M. ter Stegen","",1,https://media.api-sports.io/football/players/127.png,Goalkeeper,529
130,31,,"",,"","Nélson Semedo","",22,https://media.api-sports.io/football/players/130.png,Defender,39
131,25,,"",,"","Jorge Cuenca","",15,https://media.api-sports.io/football/players/131.png,Defender,36
133,29,,"",,"","C. Lenglet","",15,https://media.api-sports.io/football/players/133.png,Defender,530
134,24,,"",,"","Juan Miranda","",33,https://media.api-sports.io/football/players/134.png,Defender,500
137,32,,"",,"","Sergi Roberto","",20,https://media.api-sports.io/football/players/137.png,Midfielder,895
138,25,,"",,"","J. Todibo","",25,https://media.api-sports.io/football/players/138.png,Defender,48
139,31,,"",,"","S. Umtiti","",14,https://media.api-sports.io/football/players/139.png,Defender,79
143,26,,"",,"","Carles Aleñá","",11,https://media.api-sports.io/football/players/143.png,Midfielder,546
150,28,,"",,"",Arthur,"",18,https://media.api-sports.io/football/players/150.png,Midfielder,496
153,27,,"",,"","O. Dembélé","",10,https://media.api-sports.io/football/players/153.png,Attacker,85
155,24,,"",,"","Abel Ruiz","",9,https://media.api-sports.io/football/players/155.png,Attacker,547
158,32,,"",,"","P. Gazzaniga","",13,https://media.api-sports.io/football/players/158.png,Goalkeeper,547
161,26,,"",,"","A. Whiteman","",41,https://media.api-sports.io/football/players/161.png,Goalkeeper,47
164,31,,"",,"","B. Davies","",33,https://media.api-sports.io/football/players/164.png,Defender,47
166,26,,"",,"","J. Foyth","",8,https://media.api-sports.io/football/players/166.png,Defender,533
169,34,,"",,"","K. Trippier","",2,https://media.api-sports.io/football/players/169.png,Defender,34
171,27,,"",,"","K. Walker-Peters","",2,https://media.api-sports.io/football/players/171.png,Defender,41
174,32,,"",,"","C. Eriksen","",14,https://media.api-sports.io/football/players/174.png,Midfielder,33
175,30,,"",,"","E. Dier","",15,https://media.api-sports.io/football/players/175.png,Defender,157
180,24,,"",,"","O. Skipp","",22,https://media.api-sports.io/football/players/180.png,Midfielder,46
182,28,,"",,"","H. Winks","",8,https://media.api-sports.io/football/players/182.png,Midfielder,46
184,31,,"",,"","H. Kane","",9,https://media.api-sports.io/football/players/184.png,Attacker,157
186,32,,"",,"","Son Heung-Min","",7,https://media.api-sports.io/football/players/186.png,Attacker,47
189,39,,"",,"","D. Padelli","",93,https://media.api-sports.io/football/players/189.png,Goalkeeper,494
193,36,,"",,"","D. D&apos;Ambrosio","",33,https://media.api-sports.io/football/players/193.png,Defender,1579
194,32,,"",,"","S. de Vrij","",6,https://media.api-sports.io/football/players/194.png,Defender,505
198,29,,"",,"","M. Škriniar","",37,https://media.api-sports.io/football/players/198.png,Defender,85
200,25,,"",,"","G. Zappa","",28,https://media.api-sports.io/football/players/200.png,Defender,490
203,30,,"",,"","R. Gagliardini","",6,https://media.api-sports.io/football/players/203.png,Midfielder,1579
207,35,,"",,"","I. Perišić","",5,https://media.api-sports.io/football/players/207.png,Attacker,197
211,33,,"",,"","M. Vecino","",5,https://media.api-sports.io/football/players/211.png,Midfielder,487
215,22,,"",,"","S. Esposito","",99,https://media.api-sports.io/football/players/215.png,Attacker,511
217,27,,"",,"","Lautaro Martínez","",10,https://media.api-sports.io/football/players/217.png,Attacker,505
219,31,,"",,"","M. Politano","",21,https://media.api-sports.io/football/players/219.png,Attacker,492
223,27,,"",,"","Y. van Osch","",21,https://media.api-sports.io/football/players/223.png,Goalkeeper,417
224,33,,"",,"","J. Zoet","",41,https://media.api-sports.io/football/players/224.png,Goalkeeper,201
226,28,,"",,"","D. Dumfries","",2,https://media.api-sports.io/football/players/226.png,Defender,505
227,27,,"",,"","Angeliño","",3,https://media.api-sports.io/football/players/227.png,Defender,497
228,25,,"",,"","A. Obispo","",4,https://media.api-sports.io/football/players/228.png,Defender,197
231,25,,"",,"","J. Teze","",4,https://media.api-sports.io/football/players/231.png,Defender,91
232,35,,"",,"","N. Viergever","",24,https://media.api-sports.io/football/players/232.png,Defender,207
233,25,,"",,"","Mauro Júnior","",17,https://media.api-sports.io/football/players/233.png,Defender,197
236,22,,"",,"","M. Ihattaren","",52,https://media.api-sports.io/football/players/236.png,Midfielder,417
237,29,,"",,"","G. Pereiro","",11,https://media.api-sports.io/football/players/237.png,Midfielder,495
240,27,,"",,"","P. Rosario","",8,https://media.api-sports.io/football/players/240.png,Midfielder,84
241,25,,"",,"","M. Sadílek","",23,https://media.api-sports.io/football/players/241.png,Midfielder,415
242,30,,"",,"","R. Thomas","",30,https://media.api-sports.io/football/players/242.png,Midfielder,193
243,24,,"",,"","Z. Aboukhlal","",7,https://media.api-sports.io/football/players/243.png,Attacker,96
246,34,,"",,"","L. de Jong","",9,https://media.api-sports.io/football/players/246.png,Attacker,197
247,25,,"",,"","C. Gakpo","",18,https://media.api-sports.io/football/players/247.png,Attacker,40
248,29,,"",,"","H. Lozano","",27,https://media.api-sports.io/football/players/248.png,Attacker,197
249,25,,"",,"","D. Malen","",21,https://media.api-sports.io/football/players/249.png,Attacker,165
253,31,,"",,"","A. Areola","",23,https://media.api-sports.io/football/players/253.png,Goalkeeper,48
257,30,,"",,"",Marquinhos,"",5,https://media.api-sports.io/football/players/257.png,Defender,85
258,31,,"",,"","Juan Bernat","",12,https://media.api-sports.io/football/players/258.png,Defender,533
261,28,,"",,"","T. Kehrer","",5,https://media.api-sports.io/football/players/261.png,Defender,91
262,29,,"",,"","P. Kimpembe","",3,https://media.api-sports.io/football/players/262.png,Defender,85
264,33,,"",,"","T. Meunier","",12,https://media.api-sports.io/football/players/264.png,Defender,79
269,27,,"",,"","C. Nkunku","",18,https://media.api-sports.io/football/players/269.png,Attacker,49
270,25,,"",,"","S. Nsoki","",34,https://media.api-sports.io/football/players/270.png,Defender,167
271,30,,"",,"","L. Paredes","",16,https://media.api-sports.io/football/players/271.png,Midfielder,497
272,29,,"",,"","A. Rabiot","",25,https://media.api-sports.io/football/players/272.png,Midfielder,81
278,26,,"",,"","Kylian Mbappé","",9,https://media.api-sports.io/football/players/278.png,Attacker,541
280,32,,"",,"","Alisson Becker","",1,https://media.api-sports.io/football/players/280.png,Goalkeeper,40
281,26,,"",,"","C. Kelleher","",62,https://media.api-sports.io/football/players/281.png,Goalkeeper,40
283,26,,"",,"","T. Alexander-Arnold","",66,https://media.api-sports.io/football/players/283.png,Defender,40
284,27,,"",,"","J. Gomez","",2,https://media.api-sports.io/football/players/284.png,Defender,40
285,22,,"",,"","K. Hoever","",23,https://media.api-sports.io/football/players/285.png,Defender,108
288,32,,"",,"","Alberto Moreno","",18,https://media.api-sports.io/football/players/288.png,Defender,895
289,30,,"",,"","A. Robertson","",26,https://media.api-sports.io/football/players/289.png,Defender,40
290,33,,"",,"","V. van Dijk","",4,https://media.api-sports.io/football/players/290.png,Defender,40
292,34,,"",,"","J. Henderson","",6,https://media.api-sports.io/football/players/292.png,Midfielder,194
293,23,,"",,"","C. Jones","",17,https://media.api-sports.io/football/players/293.png,Midfielder,40
294,29,,"",,"","N. Keïta","",18,https://media.api-sports.io/football/players/294.png,Midfielder,162
295,36,,"",,"","A. Lallana","",10,https://media.api-sports.io/football/players/295.png,Midfielder,41
296,38,,"",,"","J. Milner","",6,https://media.api-sports.io/football/players/296.png,Midfielder,51
306,32,,"",,"","Mohamed Salah","",11,https://media.api-sports.io/football/players/306.png,Attacker,40
312,27,,"",,"","A. Meret","",1,https://media.api-sports.io/football/players/312.png,Goalkeeper,492
314,39,,"",,"","Raúl Albiol","",3,https://media.api-sports.io/football/players/314.png,Defender,533
317,30,,"",,"","E. Hysaj","",23,https://media.api-sports.io/football/players/317.png,Defender,487
319,28,,"",,"","S. Luperto","",6,https://media.api-sports.io/football/players/319.png,Defender,490
320,33,,"",,"","N. Maksimović","",52,https://media.api-sports.io/football/players/320.png,Defender,82
322,33,,"",,"","Mário Rui","",,https://media.api-sports.io/football/players/322.png,Defender,492
325,24,,"",,"","G. Gaetano","",70,https://media.api-sports.io/football/players/325.png,Midfielder,490
328,28,,"",,"","Fabián Ruiz","",8,https://media.api-sports.io/football/players/328.png,Midfielder,85
329,30,,"",,"","P. Zieliński","",7,https://media.api-sports.io/football/players/329.png,Midfielder,505
333,30,,"",,"","A. Milik","",14,https://media.api-sports.io/football/players/333.png,Attacker,496
334,32,,"",,"","S. Verdi","",90,https://media.api-sports.io/football/players/334.png,Midfielder,895
372,26,,"",,"","Éder Militão","",3,https://media.api-sports.io/football/players/372.png,Defender,541
375,30,,"",,"","C. Mbemba","",99,https://media.api-sports.io/football/players/375.png,Defender,81
376,25,,"",,"","Diogo Leite","",4,https://media.api-sports.io/football/players/376.png,Defender,182
399,28,,"",,"","A. Nübel","",33,https://media.api-sports.io/football/players/399.png,Goalkeeper,172
403,31,,"",,"","M. Nastasić","",22,https://media.api-sports.io/football/players/403.png,Defender,537
409,30,,"",,"","N. Bentaleb","",6,https://media.api-sports.io/football/players/409.png,Midfielder,79
412,27,,"",,"","A. Harit","",11,https://media.api-sports.io/football/players/412.png,Midfielder,81
414,31,,"",,"","Omar Mascarell","",5,https://media.api-sports.io/football/players/414.png,Midfielder,798
415,26,,"",,"","W. McKennie","",16,https://media.api-sports.io/football/players/415.png,Midfielder,496
418,27,,"",,"","S. Serdar","",25,https://media.api-sports.io/football/players/418.png,Midfielder,504
421,27,,"",,"","B. Embolo","",36,https://media.api-sports.io/football/players/421.png,Attacker,91
424,32,,"",,"","S. Skrzybski","",7,https://media.api-sports.io/football/players/424.png,Attacker,191
433,28,,"",,"","Marcão","",23,https://media.api-sports.io/football/players/433.png,Defender,536
483,23,,"",,"","K. Kvaratskhelia","",77,https://media.api-sports.io/football/players/483.png,Attacker,492
495,24,,"",,"","C. Früchtl","",1,https://media.api-sports.io/football/players/495.png,Goalkeeper,867
497,38,,"",,"","M. Neuer","",1,https://media.api-sports.io/football/players/497.png,Goalkeeper,157
498,36,,"",,"","S. Ulreich","",26,https://media.api-sports.io/football/players/498.png,Goalkeeper,157
501,36,,"",,"","M. Hummels","",15,https://media.api-sports.io/football/players/501.png,Defender,497
502,29,,"",,"","J. Kimmich","",6,https://media.api-sports.io/football/players/502.png,Midfielder,157
505,32,,"",,"","D. Alaba","",4,https://media.api-sports.io/football/players/505.png,Defender,541
506,29,,"",,"","N. Süle","",25,https://media.api-sports.io/football/players/506.png,Defender,165
508,28,,"",,"","K. Coman","",11,https://media.api-sports.io/football/players/508.png,Attacker,157
509,24,,"",,"","A. Davies","",19,https://media.api-sports.io/football/players/509.png,Defender,157
510,29,,"",,"","S. Gnabry","",7,https://media.api-sports.io/football/players/510.png,Attacker,157
511,29,,"",,"","L. Goretzka","",8,https://media.api-sports.io/football/players/511.png,Midfielder,157
512,25,,"",,"","Jeong Woo-Yeong","",11,https://media.api-sports.io/football/players/512.png,Midfielder,182
517,33,,"",,"","J. Rodríguez","",10,https://media.api-sports.io/football/players/517.png,Midfielder,728
519,30,,"",,"","C. Tolisso","",8,https://media.api-sports.io/football/players/519.png,Midfielder,80
521,36,,"",,"","R. Lewandowski","",9,https://media.api-sports.io/football/players/521.png,Attacker,529
522,35,,"",,"","T. Müller","",25,https://media.api-sports.io/football/players/522.png,Attacker,157
523,24,,"",,"","I. El Maach","",16,https://media.api-sports.io/football/players/523.png,Goalkeeper,415
526,28,,"",,"","A. Onana","",24,https://media.api-sports.io/football/players/526.png,Goalkeeper,33
529,32,,"",,"","N. Tagliafico","",3,https://media.api-sports.io/football/players/529.png,Defender,80
530,24,,"",,"","M. Bakker","",20,https://media.api-sports.io/football/players/530.png,Defender,79
531,34,,"",,"","D. Blind","",17,https://media.api-sports.io/football/players/531.png,Defender,547
532,25,,"",,"","M. de Ligt","",4,https://media.api-sports.io/football/players/532.png,Defender,33
533,27,,"",,"","R. Kristensen","",13,https://media.api-sports.io/football/players/533.png,Defender,169
535,25,,"",,"","P. Schuurs","",3,https://media.api-sports.io/football/players/535.png,Defender,503
536,29,,"",,"","D. Sinkgraven","",22,https://media.api-sports.io/football/players/536.png,Defender,534
537,32,,"",,"","J. Veltman","",34,https://media.api-sports.io/football/players/537.png,Defender,51
538,27,,"",,"","F. de Jong","",21,https://media.api-sports.io/football/players/538.png,Midfielder,529
539,26,,"",,"","D. de Wit","",10,https://media.api-sports.io/football/players/539.png,Midfielder,176
540,26,,"",,"","C. Eiting","",6,https://media.api-sports.io/football/players/540.png,Midfielder,415
541,24,,"",,"","J. Ekkelenkamp","",32,https://media.api-sports.io/football/players/541.png,Midfielder,494
542,22,,"",,"","R. Gravenberch","",38,https://media.api-sports.io/football/players/542.png,Midfielder,40
544,25,,"",,"","N. Lang","",10,https://media.api-sports.io/football/players/544.png,Attacker,197
545,27,,"",,"","N. Mazraoui","",3,https://media.api-sports.io/football/players/545.png,Defender,33
546,38,,"",,"","L. Schöne","",20,https://media.api-sports.io/football/players/546.png,Midfielder,413
547,27,,"",,"","D. van de Beek","",6,https://media.api-sports.io/football/players/547.png,Midfielder,547
552,27,,"",,"","David Neres","",7,https://media.api-sports.io/football/players/552.png,Attacker,492
556,25,,"",,"","M. Svilar","",99,https://media.api-sports.io/football/players/556.png,Goalkeeper,497
557,30,,"",,"","O. Vlachodimos","",19,https://media.api-sports.io/football/players/557.png,Goalkeeper,34
561,29,,"",,"","T. Ebuehi","",24,https://media.api-sports.io/football/players/561.png,Defender,511
563,29,,"",,"","Álex Grimaldo","",20,https://media.api-sports.io/football/players/563.png,Defender,168
567,27,,"",,"","Rúben Dias","",3,https://media.api-sports.io/football/players/567.png,Defender,50
570,30,,"",,"","F. Cervi","",11,https://media.api-sports.io/football/players/570.png,Midfielder,538
581,25,,"",,"",Jota,"",27,https://media.api-sports.io/football/players/581.png,Attacker,94
583,25,,"",,"","João Félix","",14,https://media.api-sports.io/football/players/583.png,Attacker,49
584,30,,"",,"","V. Barkas","",1,https://media.api-sports.io/football/players/584.png,Goalkeeper,207
616,26,,"",,"","A. Murić","",1,https://media.api-sports.io/football/players/616.png,Goalkeeper,57
617,31,,"",,"",Ederson,"",31,https://media.api-sports.io/football/players/617.png,Goalkeeper,50
618,33,,"",,"",Danilo,"",6,https://media.api-sports.io/football/players/618.png,Defender,496
619,23,,"",,"","Eric García","",24,https://media.api-sports.io/football/players/619.png,Defender,529
625,27,,"",,"","P. Sandler","",3,https://media.api-sports.io/football/players/625.png,Defender,413
626,30,,"",,"","J. Stones","",5,https://media.api-sports.io/football/players/626.png,Defender,50
627,34,,"",,"","K. Walker","",2,https://media.api-sports.io/football/players/627.png,Defender,50
628,23,,"",,"","Adrián Bernabé","",10,https://media.api-sports.io/football/players/628.png,Midfielder,523
629,33,,"",,"","K. De Bruyne","",17,https://media.api-sports.io/football/players/629.png,Midfielder,50
631,24,,"",,"","P. Foden","",47,https://media.api-sports.io/football/players/631.png,Midfielder,50
633,34,,"",,"","İ. Gündoğan","",19,https://media.api-sports.io/football/players/633.png,Midfielder,50
636,30,,"",,"","Bernardo Silva","",20,https://media.api-sports.io/football/players/636.png,Midfielder,50
637,24,,"",,"","F. Nmecha","",8,https://media.api-sports.io/football/players/637.png,Midfielder,165
641,28,,"",,"","O. Zinchenko","",17,https://media.api-sports.io/football/players/641.png,Defender,42
643,27,,"",,"","Gabriel Jesus","",9,https://media.api-sports.io/football/players/643.png,Attacker,42
644,28,,"",,"","L. Sané","",10,https://media.api-sports.io/football/players/644.png,Attacker,157
645,30,,"",,"","R. Sterling","",30,https://media.api-sports.io/football/players/645.png,Attacker,42
646,34,,"",,"","M. Gorgelin","",1,https://media.api-sports.io/football/players/646.png,Goalkeeper,111
647,34,,"",,"","Anthony Lopes","",1,https://media.api-sports.io/football/players/647.png,Goalkeeper,80
653,29,,"",,"","F. Mendy","",23,https://media.api-sports.io/football/players/653.png,Defender,541
657,29,,"",,"","K. Tete","",2,https://media.api-sports.io/football/players/657.png,Defender,36
659,24,,"",,"","M. Caqueret","",6,https://media.api-sports.io/football/players/659.png,Midfielder,80
662,28,,"",,"","T. Ndombélé","",22,https://media.api-sports.io/football/players/662.png,Midfielder,84
663,27,,"",,"","M. Terrier","",11,https://media.api-sports.io/football/players/663.png,Attacker,168
664,27,,"",,"","L. Tousart","",29,https://media.api-sports.io/football/players/664.png,Midfielder,182
665,28,,"",,"","M. Cornet","",22,https://media.api-sports.io/football/players/665.png,Attacker,41
671,29,,"",,"","B. Traoré","",20,https://media.api-sports.io/football/players/671.png,Attacker,194
679,34,,"",,"",Ismaily,"",31,https://media.api-sports.io/football/players/679.png,Defender,79
683,32,,"",,"","I. Ordets","",20,https://media.api-sports.io/football/players/683.png,Defender,176
702,34,,"",,"","O. Baumann","",1,https://media.api-sports.io/football/players/702.png,Goalkeeper,167
709,32,,"",,"","P. Kadeřábek","",3,https://media.api-sports.io/football/players/709.png,Defender,167
711,27,,"",,"","S. Posch","",3,https://media.api-sports.io/football/players/711.png,Defender,500
713,33,,"",,"","K. Vogt","",2,https://media.api-sports.io/football/players/713.png,Defender,182
714,28,,"",,"","N. Amiri","",18,https://media.api-sports.io/football/players/714.png,Midfielder,164
715,25,,"",,"","C. Baumgartner","",14,https://media.api-sports.io/football/players/715.png,Midfielder,173
716,31,,"",,"","L. Bittencourt","",10,https://media.api-sports.io/football/players/716.png,Midfielder,162
718,26,,"",,"","D. Geiger","",8,https://media.api-sports.io/football/players/718.png,Midfielder,167
719,29,,"",,"","F. Grillitsch","",11,https://media.api-sports.io/football/players/719.png,Midfielder,167
723,28,,"",,"",Joelinton,"",7,https://media.api-sports.io/football/players/723.png,Attacker,34
725,26,,"",,"","R. Hack","",25,https://media.api-sports.io/football/players/725.png,Midfielder,163
726,33,,"",,"","A. Kramarić","",27,https://media.api-sports.io/football/players/726.png,Attacker,167
727,25,,"",,"","R. Nelson","",19,https://media.api-sports.io/football/players/727.png,Attacker,36
730,32,,"",,"","T. Courtois","",1,https://media.api-sports.io/football/players/730.png,Goalkeeper,541
733,32,,"",,"","Dani Carvajal","",2,https://media.api-sports.io/football/players/733.png,Defender,541
736,25,,"",,"","Fran García","",20,https://media.api-sports.io/football/players/736.png,Defender,541
737,29,,"",,"",Odriozola,"",2,https://media.api-sports.io/football/players/737.png,Defender,548
739,28,,"",,"","Reguilón","",3,https://media.api-sports.io/football/players/739.png,Defender,47
740,27,,"",,"","Javi Sánchez","",5,https://media.api-sports.io/football/players/740.png,Defender,720
741,27,,"",,"",Vallejo,"",18,https://media.api-sports.io/football/players/741.png,Defender,541
744,25,,"",,"","Brahim Díaz","",21,https://media.api-sports.io/football/players/744.png,Midfielder,541
745,32,,"",,"",Isco,"",22,https://media.api-sports.io/football/players/745.png,Midfielder,543
746,28,,"",,"","Marco Asensio","",11,https://media.api-sports.io/football/players/746.png,Attacker,85
747,32,,"",,"",Casemiro,"",18,https://media.api-sports.io/football/players/747.png,Midfielder,33
748,28,,"",,"","Dani Ceballos","",19,https://media.api-sports.io/football/players/748.png,Midfielder,541
753,29,,"",,"","Marcos Llorente","",14,https://media.api-sports.io/football/players/753.png,Midfielder,530
754,39,,"",,"","L. Modrić","",10,https://media.api-sports.io/football/players/754.png,Midfielder,541
756,26,,"",,"","F. Valverde","",8,https://media.api-sports.io/football/players/756.png,Midfielder,541
757,33,,"",,"","Lucas Vázquez","",17,https://media.api-sports.io/football/players/757.png,Midfielder,541
762,24,,"",,"","Vinícius Júnior","",7,https://media.api-sports.io/football/players/762.png,Attacker,541
766,34,,"",,"","R. Olsen","",25,https://media.api-sports.io/football/players/766.png,Goalkeeper,66
769,33,,"",,"","A. Florenzi","",24,https://media.api-sports.io/football/players/769.png,Defender,489
770,29,,"",,"","R. Karsdorp","",2,https://media.api-sports.io/football/players/770.png,Defender,197
774,33,,"",,"","Juan Jesus","",5,https://media.api-sports.io/football/players/774.png,Defender,492
778,29,,"",,"","B. Cristante","",4,https://media.api-sports.io/football/players/778.png,Midfielder,497
782,28,,"",,"","L. Pellegrini","",7,https://media.api-sports.io/football/players/782.png,Midfielder,497
786,25,,"",,"","N. Zaniolo","",10,https://media.api-sports.io/football/players/786.png,Attacker,499
791,32,,"",,"","S. El Shaarawy","",92,https://media.api-sports.io/football/players/791.png,Attacker,497
792,25,,"",,"","J. Kluivert","",19,https://media.api-sports.io/football/players/792.png,Attacker,35
794,28,,"",,"","P. Schick","",14,https://media.api-sports.io/football/players/794.png,Attacker,168
833,25,,"",,"","J. Bijol","",29,https://media.api-sports.io/football/players/833.png,Defender,494
842,27,,"",,"","N. Vlašić","",10,https://media.api-sports.io/football/players/842.png,Midfielder,503
849,32,,"",,"","M. Perin","",1,https://media.api-sports.io/football/players/849.png,Goalkeeper,496
850,34,,"",,"","C. Pinsoglio","",23,https://media.api-sports.io/football/players/850.png,Goalkeeper,496
851,34,,"",,"","W. Szczęsny","",25,https://media.api-sports.io/football/players/851.png,Goalkeeper,529
858,32,,"",,"","M. De Sciglio","",22,https://media.api-sports.io/football/players/858.png,Defender,511
861,30,,"",,"","D. Rugani","",24,https://media.api-sports.io/football/players/861.png,Defender,194
862,31,,"",,"","L. Spinazzola","",37,https://media.api-sports.io/football/players/862.png,Defender,492
863,27,,"",,"","R. Bentancur","",30,https://media.api-sports.io/football/players/863.png,Midfielder,47
864,30,,"",,"","E. Can","",23,https://media.api-sports.io/football/players/864.png,Midfielder,165
866,36,,"",,"","J. Cuadrado","",7,https://media.api-sports.io/football/players/866.png,Midfielder,499
867,26,,"",,"","G. Kastanos","",20,https://media.api-sports.io/football/players/867.png,Midfielder,504
875,31,,"",,"","P. Dybala","",21,https://media.api-sports.io/football/players/875.png,Attacker,497
876,23,,"",,"","N. Fagioli","",21,https://media.api-sports.io/football/players/876.png,Midfielder,496
877,24,,"",,"","M. Kean","",20,https://media.api-sports.io/football/players/877.png,Attacker,502
879,26,,"",,"","S. Mavididi","",10,https://media.api-sports.io/football/players/879.png,Attacker,46
881,24,,"",,"","H. Nicolussi","",14,https://media.api-sports.io/football/players/881.png,Midfielder,517
882,34,,"",,"","David de Gea","",43,https://media.api-sports.io/football/players/882.png,Goalkeeper,502
885,30,,"",,"","E. Bailly","",4,https://media.api-sports.io/football/players/885.png,Defender,533
886,25,,"",,"","Diogo Dalot","",20,https://media.api-sports.io/football/players/886.png,Defender,33
887,35,,"",,"","M. Darmian","",36,https://media.api-sports.io/football/players/887.png,Defender,505
889,30,,"",,"","V. Lindelöf","",2,https://media.api-sports.io/football/players/889.png,Defender,33
891,29,,"",,"","L. Shaw","",23,https://media.api-sports.io/football/players/891.png,Defender,33
894,39,,"",,"","A. Young","",18,https://media.api-sports.io/football/players/894.png,Defender,45
895,23,,"",,"","J. Garner","",37,https://media.api-sports.io/football/players/895.png,Midfielder,45
896,24,,"",,"","A. Gomes","",8,https://media.api-sports.io/football/players/896.png,Midfielder,79
897,23,,"",,"","M. Greenwood","",10,https://media.api-sports.io/football/players/897.png,Attacker,81
898,35,,"",,"","Ander Herrera","",21,https://media.api-sports.io/football/players/898.png,Midfielder,531
899,28,,"",,"","Andreas Pereira","",18,https://media.api-sports.io/football/players/899.png,Midfielder,36
902,36,,"",,"","N. Matić","",31,https://media.api-sports.io/football/players/902.png,Midfielder,80
903,28,,"",,"","S. McTominay","",8,https://media.api-sports.io/football/players/903.png,Midfielder,492
907,31,,"",,"","R. Lukaku","",11,https://media.api-sports.io/football/players/907.png,Attacker,492
909,27,,"",,"","M. Rashford","",10,https://media.api-sports.io/football/players/909.png,Attacker,33
910,36,,"",,"","A. Sánchez","",7,https://media.api-sports.io/football/players/910.png,Attacker,494
